,Unnamed: 0,drug_a_name,drug_b_name,cell_line,synergy,fold
6191,ERLOTINIB_BORTEZOMIB_SW837,ERLOTINIB,BORTEZOMIB,SW837,29.4825849085,2
6192,ERLOTINIB_BORTEZOMIB_T47D,ERLOTINIB,BORTEZOMIB,T47D,-42.7023305066,0
6193,ERLOTINIB_BORTEZOMIB_UACC62,ERLOTINIB,BORTEZOMIB,UACC62,-20.689081842,1
6194,ERLOTINIB_BORTEZOMIB_UWB1289BRCA1,ERLOTINIB,BORTEZOMIB,UWB1289BRCA1,6.9784160247,3
6195,ERLOTINIB_BORTEZOMIB_UWB1289,ERLOTINIB,BORTEZOMIB,UWB1289,-20.0989109547,0
6196,ERLOTINIB_BORTEZOMIB_VCAP,ERLOTINIB,BORTEZOMIB,VCAP,12.8489707846,1
6197,ERLOTINIB_BORTEZOMIB_ZR751,ERLOTINIB,BORTEZOMIB,ZR751,13.7066595992,3
6198,ERLOTINIB_DASATINIB_A2058,ERLOTINIB,DASATINIB,A2058,50.8561267311,4
6199,ERLOTINIB_DASATINIB_A2780,ERLOTINIB,DASATINIB,A2780,55.7433202033,0
6200,ERLOTINIB_DASATINIB_A375,ERLOTINIB,DASATINIB,A375,4.7719593541,4
6201,ERLOTINIB_DASATINIB_A427,ERLOTINIB,DASATINIB,A427,67.0285235925,1
6202,ERLOTINIB_DASATINIB_CAOV3,ERLOTINIB,DASATINIB,CAOV3,35.7629263194,1
6203,ERLOTINIB_DASATINIB_COLO320DM,ERLOTINIB,DASATINIB,COLO320DM,6.6658512103,2
6204,ERLOTINIB_DASATINIB_DLD1,ERLOTINIB,DASATINIB,DLD1,68.432847412,2
6205,ERLOTINIB_DASATINIB_EFM192B,ERLOTINIB,DASATINIB,EFM192B,52.3742785428,4
6206,ERLOTINIB_DASATINIB_ES2,ERLOTINIB,DASATINIB,ES2,12.7782884009,3
6207,ERLOTINIB_DASATINIB_HCT116,ERLOTINIB,DASATINIB,HCT116,-2.8426238374,3
6208,ERLOTINIB_DASATINIB_HT144,ERLOTINIB,DASATINIB,HT144,-44.271316482,3
6209,ERLOTINIB_DASATINIB_HT29,ERLOTINIB,DASATINIB,HT29,26.6538213127,3
6210,ERLOTINIB_DASATINIB_KPL1,ERLOTINIB,DASATINIB,KPL1,-4.1681613853,2
6211,ERLOTINIB_DASATINIB_LNCAP,ERLOTINIB,DASATINIB,LNCAP,30.8550542639,4
6212,ERLOTINIB_DASATINIB_LOVO,ERLOTINIB,DASATINIB,LOVO,39.9526898313,3
6213,ERLOTINIB_DASATINIB_MDAMB436,ERLOTINIB,DASATINIB,MDAMB436,20.8650913086,4
6214,ERLOTINIB_DASATINIB_MSTO,ERLOTINIB,DASATINIB,MSTO,-112.7046695065,0
6215,ERLOTINIB_DASATINIB_NCIH1650,ERLOTINIB,DASATINIB,NCIH1650,61.5869574248,2
6216,ERLOTINIB_DASATINIB_NCIH2122,ERLOTINIB,DASATINIB,NCIH2122,-6.5472391823,3
6217,ERLOTINIB_DASATINIB_NCIH23,ERLOTINIB,DASATINIB,NCIH23,21.8065178099,4
6218,ERLOTINIB_DASATINIB_NCIH460,ERLOTINIB,DASATINIB,NCIH460,10.2485876805,0
6219,ERLOTINIB_DASATINIB_NCIH520,ERLOTINIB,DASATINIB,NCIH520,48.9367060007,0
6220,ERLOTINIB_DASATINIB_OCUBM,ERLOTINIB,DASATINIB,OCUBM,11.818387848,1
6221,ERLOTINIB_DASATINIB_OV90,ERLOTINIB,DASATINIB,OV90,15.2012791859,1
6222,ERLOTINIB_DASATINIB_OVCAR3,ERLOTINIB,DASATINIB,OVCAR3,100.7678679745,3
6223,ERLOTINIB_DASATINIB_PA1,ERLOTINIB,DASATINIB,PA1,26.4206057312,2
6224,ERLOTINIB_DASATINIB_RKO,ERLOTINIB,DASATINIB,RKO,11.2554584031,0
6225,ERLOTINIB_DASATINIB_RPMI7951,ERLOTINIB,DASATINIB,RPMI7951,20.2278232268,4
6226,ERLOTINIB_DASATINIB_SKMEL30,ERLOTINIB,DASATINIB,SKMEL30,-20.1425966776,1
6227,ERLOTINIB_DASATINIB_SKMES1,ERLOTINIB,DASATINIB,SKMES1,55.3447619442,0
6228,ERLOTINIB_DASATINIB_SKOV3,ERLOTINIB,DASATINIB,SKOV3,34.8854592923,4
6229,ERLOTINIB_DASATINIB_SW620,ERLOTINIB,DASATINIB,SW620,31.1998669414,1
6230,ERLOTINIB_DASATINIB_SW837,ERLOTINIB,DASATINIB,SW837,55.3890203942,3
6231,ERLOTINIB_DASATINIB_T47D,ERLOTINIB,DASATINIB,T47D,18.3070992156,1
6232,ERLOTINIB_DASATINIB_UACC62,ERLOTINIB,DASATINIB,UACC62,30.7144001689,2
6233,ERLOTINIB_DASATINIB_UWB1289BRCA1,ERLOTINIB,DASATINIB,UWB1289BRCA1,49.4679326858,2
6234,ERLOTINIB_DASATINIB_UWB1289,ERLOTINIB,DASATINIB,UWB1289,43.1859986354,4
6235,ERLOTINIB_DASATINIB_VCAP,ERLOTINIB,DASATINIB,VCAP,19.8498370784,4
6236,ERLOTINIB_DASATINIB_ZR751,ERLOTINIB,DASATINIB,ZR751,-53.7283354656,4
6510,ERLOTINIB_SORAFENIB_A2058,ERLOTINIB,SORAFENIB,A2058,-1.6565454253,0
6511,ERLOTINIB_SORAFENIB_A2780,ERLOTINIB,SORAFENIB,A2780,2.9782398159,1
6512,ERLOTINIB_SORAFENIB_A375,ERLOTINIB,SORAFENIB,A375,17.3204330647,4
6513,ERLOTINIB_SORAFENIB_A427,ERLOTINIB,SORAFENIB,A427,10.4341015327,1
6514,ERLOTINIB_SORAFENIB_CAOV3,ERLOTINIB,SORAFENIB,CAOV3,2.4805650504,3
6515,ERLOTINIB_SORAFENIB_COLO320DM,ERLOTINIB,SORAFENIB,COLO320DM,-1.5959779085,1
6516,ERLOTINIB_SORAFENIB_DLD1,ERLOTINIB,SORAFENIB,DLD1,12.7227388468,1
6517,ERLOTINIB_SORAFENIB_EFM192B,ERLOTINIB,SORAFENIB,EFM192B,-7.7584441817,4
6518,ERLOTINIB_SORAFENIB_ES2,ERLOTINIB,SORAFENIB,ES2,2.5774570978,4
6519,ERLOTINIB_SORAFENIB_HCT116,ERLOTINIB,SORAFENIB,HCT116,11.5706464436,3
6520,ERLOTINIB_SORAFENIB_HT144,ERLOTINIB,SORAFENIB,HT144,0.4579421154,0
6521,ERLOTINIB_SORAFENIB_HT29,ERLOTINIB,SORAFENIB,HT29,5.4781380071,1
6522,ERLOTINIB_SORAFENIB_KPL1,ERLOTINIB,SORAFENIB,KPL1,4.6490330427,4
6523,ERLOTINIB_SORAFENIB_LNCAP,ERLOTINIB,SORAFENIB,LNCAP,-8.0972607244,1
6524,ERLOTINIB_SORAFENIB_LOVO,ERLOTINIB,SORAFENIB,LOVO,-2.257154012,4
6525,ERLOTINIB_SORAFENIB_MDAMB436,ERLOTINIB,SORAFENIB,MDAMB436,-0.1383704857,2
6526,ERLOTINIB_SORAFENIB_MSTO,ERLOTINIB,SORAFENIB,MSTO,-7.1213153087,1
6527,ERLOTINIB_SORAFENIB_NCIH1650,ERLOTINIB,SORAFENIB,NCIH1650,25.2103511031,4
6528,ERLOTINIB_SORAFENIB_NCIH2122,ERLOTINIB,SORAFENIB,NCIH2122,6.2177348704,1
6529,ERLOTINIB_SORAFENIB_NCIH23,ERLOTINIB,SORAFENIB,NCIH23,3.9242097608,1
6530,ERLOTINIB_SORAFENIB_NCIH460,ERLOTINIB,SORAFENIB,NCIH460,15.3257859454,0
6531,ERLOTINIB_SORAFENIB_NCIH520,ERLOTINIB,SORAFENIB,NCIH520,17.2659129652,2
6532,ERLOTINIB_SORAFENIB_OCUBM,ERLOTINIB,SORAFENIB,OCUBM,6.9102825212,2
6533,ERLOTINIB_SORAFENIB_OV90,ERLOTINIB,SORAFENIB,OV90,2.0719161847,1
6534,ERLOTINIB_SORAFENIB_OVCAR3,ERLOTINIB,SORAFENIB,OVCAR3,-18.1126680247,1
6535,ERLOTINIB_SORAFENIB_PA1,ERLOTINIB,SORAFENIB,PA1,5.1649950338,1
6536,ERLOTINIB_SORAFENIB_RKO,ERLOTINIB,SORAFENIB,RKO,16.8276818788,0
6537,ERLOTINIB_SORAFENIB_RPMI7951,ERLOTINIB,SORAFENIB,RPMI7951,-6.1214015764,4
6538,ERLOTINIB_SORAFENIB_SKMEL30,ERLOTINIB,SORAFENIB,SKMEL30,8.1257973542,0
6539,ERLOTINIB_SORAFENIB_SKMES1,ERLOTINIB,SORAFENIB,SKMES1,-4.6683348273,1
6540,ERLOTINIB_SORAFENIB_SKOV3,ERLOTINIB,SORAFENIB,SKOV3,7.9796741109,2
6541,ERLOTINIB_SORAFENIB_SW620,ERLOTINIB,SORAFENIB,SW620,1.7274603084,0
6542,ERLOTINIB_SORAFENIB_SW837,ERLOTINIB,SORAFENIB,SW837,6.2737678854,3
6543,ERLOTINIB_SORAFENIB_T47D,ERLOTINIB,SORAFENIB,T47D,0.9602269246,4
6544,ERLOTINIB_SORAFENIB_UACC62,ERLOTINIB,SORAFENIB,UACC62,2.9036692682,4
6545,ERLOTINIB_SORAFENIB_UWB1289BRCA1,ERLOTINIB,SORAFENIB,UWB1289BRCA1,14.4915349357,2
6546,ERLOTINIB_SORAFENIB_UWB1289,ERLOTINIB,SORAFENIB,UWB1289,14.6365448707,3
6547,ERLOTINIB_SORAFENIB_VCAP,ERLOTINIB,SORAFENIB,VCAP,13.0904727816,4
6548,ERLOTINIB_SORAFENIB_ZR751,ERLOTINIB,SORAFENIB,ZR751,-3.0340917061,0
6549,ERLOTINIB_TOPOTECAN_A2058,ERLOTINIB,TOPOTECAN,A2058,20.6595466511,4
6550,ERLOTINIB_TOPOTECAN_A2780,ERLOTINIB,TOPOTECAN,A2780,24.9731968812,1
6551,ERLOTINIB_TOPOTECAN_A375,ERLOTINIB,TOPOTECAN,A375,25.4402594168,2
6552,ERLOTINIB_TOPOTECAN_A427,ERLOTINIB,TOPOTECAN,A427,26.2734919934,0
6553,ERLOTINIB_TOPOTECAN_CAOV3,ERLOTINIB,TOPOTECAN,CAOV3,13.8597180881,0
6554,ERLOTINIB_TOPOTECAN_COLO320DM,ERLOTINIB,TOPOTECAN,COLO320DM,13.967400486,1
6555,ERLOTINIB_TOPOTECAN_DLD1,ERLOTINIB,TOPOTECAN,DLD1,18.3100031406,2
6556,ERLOTINIB_TOPOTECAN_EFM192B,ERLOTINIB,TOPOTECAN,EFM192B,21.9370630431,0
6557,ERLOTINIB_TOPOTECAN_ES2,ERLOTINIB,TOPOTECAN,ES2,26.1625297553,3
6558,ERLOTINIB_TOPOTECAN_HCT116,ERLOTINIB,TOPOTECAN,HCT116,32.0849612081,3
6559,ERLOTINIB_TOPOTECAN_HT144,ERLOTINIB,TOPOTECAN,HT144,21.4128154379,0
6560,ERLOTINIB_TOPOTECAN_HT29,ERLOTINIB,TOPOTECAN,HT29,22.5393286683,3
6561,ERLOTINIB_TOPOTECAN_KPL1,ERLOTINIB,TOPOTECAN,KPL1,27.5739535417,2
6562,ERLOTINIB_TOPOTECAN_LNCAP,ERLOTINIB,TOPOTECAN,LNCAP,14.1425910363,4
6563,ERLOTINIB_TOPOTECAN_LOVO,ERLOTINIB,TOPOTECAN,LOVO,32.1263854418,0
6564,ERLOTINIB_TOPOTECAN_MDAMB436,ERLOTINIB,TOPOTECAN,MDAMB436,18.1811279336,0
6565,ERLOTINIB_TOPOTECAN_MSTO,ERLOTINIB,TOPOTECAN,MSTO,-2.5176276208,1
6566,ERLOTINIB_TOPOTECAN_NCIH1650,ERLOTINIB,TOPOTECAN,NCIH1650,17.7698006447,3
6567,ERLOTINIB_TOPOTECAN_NCIH2122,ERLOTINIB,TOPOTECAN,NCIH2122,37.0870485546,0
6568,ERLOTINIB_TOPOTECAN_NCIH23,ERLOTINIB,TOPOTECAN,NCIH23,29.7601054756,0
6569,ERLOTINIB_TOPOTECAN_NCIH460,ERLOTINIB,TOPOTECAN,NCIH460,33.0986580672,3
6570,ERLOTINIB_TOPOTECAN_NCIH520,ERLOTINIB,TOPOTECAN,NCIH520,31.4448153681,0
6571,ERLOTINIB_TOPOTECAN_OCUBM,ERLOTINIB,TOPOTECAN,OCUBM,4.7621732334,2
6572,ERLOTINIB_TOPOTECAN_OV90,ERLOTINIB,TOPOTECAN,OV90,15.6400968392,3
6573,ERLOTINIB_TOPOTECAN_OVCAR3,ERLOTINIB,TOPOTECAN,OVCAR3,-3.7603294538,4
6574,ERLOTINIB_TOPOTECAN_PA1,ERLOTINIB,TOPOTECAN,PA1,0.272728964,2
6575,ERLOTINIB_TOPOTECAN_RKO,ERLOTINIB,TOPOTECAN,RKO,49.3066048894,2
6576,ERLOTINIB_TOPOTECAN_RPMI7951,ERLOTINIB,TOPOTECAN,RPMI7951,18.2384166106,3
6577,ERLOTINIB_TOPOTECAN_SKMEL30,ERLOTINIB,TOPOTECAN,SKMEL30,33.8295741424,1
6578,ERLOTINIB_TOPOTECAN_SKMES1,ERLOTINIB,TOPOTECAN,SKMES1,25.7182254314,1
6579,ERLOTINIB_TOPOTECAN_SKOV3,ERLOTINIB,TOPOTECAN,SKOV3,15.866887425,4
6580,ERLOTINIB_TOPOTECAN_SW620,ERLOTINIB,TOPOTECAN,SW620,23.349235927,1
6581,ERLOTINIB_TOPOTECAN_SW837,ERLOTINIB,TOPOTECAN,SW837,41.815251285,2
6582,ERLOTINIB_TOPOTECAN_T47D,ERLOTINIB,TOPOTECAN,T47D,-8.418283418,0
6583,ERLOTINIB_TOPOTECAN_UACC62,ERLOTINIB,TOPOTECAN,UACC62,23.2436802246,4
6584,ERLOTINIB_TOPOTECAN_UWB1289BRCA1,ERLOTINIB,TOPOTECAN,UWB1289BRCA1,7.657821706,1
6585,ERLOTINIB_TOPOTECAN_UWB1289,ERLOTINIB,TOPOTECAN,UWB1289,-8.1996853089,4
6586,ERLOTINIB_TOPOTECAN_VCAP,ERLOTINIB,TOPOTECAN,VCAP,58.1934541825,2
6587,ERLOTINIB_TOPOTECAN_ZR751,ERLOTINIB,TOPOTECAN,ZR751,52.9412479406,0
6705,ETOPOSIDE_BORTEZOMIB_A2058,ETOPOSIDE,BORTEZOMIB,A2058,-6.6714341451,0
6706,ETOPOSIDE_BORTEZOMIB_A2780,ETOPOSIDE,BORTEZOMIB,A2780,-1.471039843,0
6707,ETOPOSIDE_BORTEZOMIB_A375,ETOPOSIDE,BORTEZOMIB,A375,-9.8287409816,4
6708,ETOPOSIDE_BORTEZOMIB_A427,ETOPOSIDE,BORTEZOMIB,A427,-14.0795026892,3
6709,ETOPOSIDE_BORTEZOMIB_CAOV3,ETOPOSIDE,BORTEZOMIB,CAOV3,54.3100090781,1
6710,ETOPOSIDE_BORTEZOMIB_COLO320DM,ETOPOSIDE,BORTEZOMIB,COLO320DM,2.0751615881,0
6711,ETOPOSIDE_BORTEZOMIB_DLD1,ETOPOSIDE,BORTEZOMIB,DLD1,5.8792093822,3
6712,ETOPOSIDE_BORTEZOMIB_EFM192B,ETOPOSIDE,BORTEZOMIB,EFM192B,-11.4820798287,1
6713,ETOPOSIDE_BORTEZOMIB_ES2,ETOPOSIDE,BORTEZOMIB,ES2,-38.1610657372,3
6714,ETOPOSIDE_BORTEZOMIB_HCT116,ETOPOSIDE,BORTEZOMIB,HCT116,-8.868555969,1
6715,ETOPOSIDE_BORTEZOMIB_HT144,ETOPOSIDE,BORTEZOMIB,HT144,2.1652167641,3
6716,ETOPOSIDE_BORTEZOMIB_HT29,ETOPOSIDE,BORTEZOMIB,HT29,-16.4133214926,3
6717,ETOPOSIDE_BORTEZOMIB_KPL1,ETOPOSIDE,BORTEZOMIB,KPL1,10.856969118,4
6718,ETOPOSIDE_BORTEZOMIB_LNCAP,ETOPOSIDE,BORTEZOMIB,LNCAP,2.1723673534,3
6719,ETOPOSIDE_BORTEZOMIB_LOVO,ETOPOSIDE,BORTEZOMIB,LOVO,5.7820234946,0
6720,ETOPOSIDE_BORTEZOMIB_MDAMB436,ETOPOSIDE,BORTEZOMIB,MDAMB436,7.037605402,3
6721,ETOPOSIDE_BORTEZOMIB_MSTO,ETOPOSIDE,BORTEZOMIB,MSTO,49.1386771935,2
6722,ETOPOSIDE_BORTEZOMIB_NCIH1650,ETOPOSIDE,BORTEZOMIB,NCIH1650,-9.0143064919,2
6723,ETOPOSIDE_BORTEZOMIB_NCIH2122,ETOPOSIDE,BORTEZOMIB,NCIH2122,-11.9950708298,2
6724,ETOPOSIDE_BORTEZOMIB_NCIH23,ETOPOSIDE,BORTEZOMIB,NCIH23,-11.2757762845,2
6725,ETOPOSIDE_BORTEZOMIB_NCIH460,ETOPOSIDE,BORTEZOMIB,NCIH460,-8.8243957862,3
6726,ETOPOSIDE_BORTEZOMIB_NCIH520,ETOPOSIDE,BORTEZOMIB,NCIH520,-33.8956381397,4
6727,ETOPOSIDE_BORTEZOMIB_OCUBM,ETOPOSIDE,BORTEZOMIB,OCUBM,-13.0582486555,1
6728,ETOPOSIDE_BORTEZOMIB_OV90,ETOPOSIDE,BORTEZOMIB,OV90,-20.5668034188,3
6729,ETOPOSIDE_BORTEZOMIB_OVCAR3,ETOPOSIDE,BORTEZOMIB,OVCAR3,2.4485716243,1
6730,ETOPOSIDE_BORTEZOMIB_PA1,ETOPOSIDE,BORTEZOMIB,PA1,-18.6728505722,4
6731,ETOPOSIDE_BORTEZOMIB_RKO,ETOPOSIDE,BORTEZOMIB,RKO,-0.3732582988,4
6732,ETOPOSIDE_BORTEZOMIB_RPMI7951,ETOPOSIDE,BORTEZOMIB,RPMI7951,-15.7705303647,0
6733,ETOPOSIDE_BORTEZOMIB_SKMEL30,ETOPOSIDE,BORTEZOMIB,SKMEL30,-0.5475615794,3
6734,ETOPOSIDE_BORTEZOMIB_SKMES1,ETOPOSIDE,BORTEZOMIB,SKMES1,-21.791606174,1
6735,ETOPOSIDE_BORTEZOMIB_SKOV3,ETOPOSIDE,BORTEZOMIB,SKOV3,-4.7622131835,4
6736,ETOPOSIDE_BORTEZOMIB_SW620,ETOPOSIDE,BORTEZOMIB,SW620,7.8737155102,3
6737,ETOPOSIDE_BORTEZOMIB_SW837,ETOPOSIDE,BORTEZOMIB,SW837,-14.5710629599,1
6738,ETOPOSIDE_BORTEZOMIB_T47D,ETOPOSIDE,BORTEZOMIB,T47D,-19.8039881191,4
6739,ETOPOSIDE_BORTEZOMIB_UACC62,ETOPOSIDE,BORTEZOMIB,UACC62,-17.8222597968,1
6740,ETOPOSIDE_BORTEZOMIB_UWB1289BRCA1,ETOPOSIDE,BORTEZOMIB,UWB1289BRCA1,-1.0897646175,3
6741,ETOPOSIDE_BORTEZOMIB_UWB1289,ETOPOSIDE,BORTEZOMIB,UWB1289,-24.1434044171,3
6742,ETOPOSIDE_BORTEZOMIB_VCAP,ETOPOSIDE,BORTEZOMIB,VCAP,-10.5712824042,1
6743,ETOPOSIDE_BORTEZOMIB_ZR751,ETOPOSIDE,BORTEZOMIB,ZR751,26.7550432572,2
6744,ETOPOSIDE_DASATINIB_A2058,ETOPOSIDE,DASATINIB,A2058,11.2051228578,2
6745,ETOPOSIDE_DASATINIB_A2780,ETOPOSIDE,DASATINIB,A2780,66.5669522305,4
6746,ETOPOSIDE_DASATINIB_A375,ETOPOSIDE,DASATINIB,A375,33.1108058978,0
6747,ETOPOSIDE_DASATINIB_A427,ETOPOSIDE,DASATINIB,A427,29.6007759244,0
6748,ETOPOSIDE_DASATINIB_CAOV3,ETOPOSIDE,DASATINIB,CAOV3,58.8484218493,4
6749,ETOPOSIDE_DASATINIB_COLO320DM,ETOPOSIDE,DASATINIB,COLO320DM,4.4553369871,4
6750,ETOPOSIDE_DASATINIB_DLD1,ETOPOSIDE,DASATINIB,DLD1,15.3579378544,1
6751,ETOPOSIDE_DASATINIB_EFM192B,ETOPOSIDE,DASATINIB,EFM192B,17.0646899972,1
6752,ETOPOSIDE_DASATINIB_ES2,ETOPOSIDE,DASATINIB,ES2,-17.7007265546,2
6753,ETOPOSIDE_DASATINIB_HCT116,ETOPOSIDE,DASATINIB,HCT116,4.5195768355,4
6754,ETOPOSIDE_DASATINIB_HT144,ETOPOSIDE,DASATINIB,HT144,-36.2382421829,4
6755,ETOPOSIDE_DASATINIB_HT29,ETOPOSIDE,DASATINIB,HT29,24.349938992,0
6756,ETOPOSIDE_DASATINIB_KPL1,ETOPOSIDE,DASATINIB,KPL1,26.2713663358,2
6757,ETOPOSIDE_DASATINIB_LNCAP,ETOPOSIDE,DASATINIB,LNCAP,31.3254866261,2
6758,ETOPOSIDE_DASATINIB_LOVO,ETOPOSIDE,DASATINIB,LOVO,60.799970366,0
6759,ETOPOSIDE_DASATINIB_MDAMB436,ETOPOSIDE,DASATINIB,MDAMB436,25.6860638203,3
6760,ETOPOSIDE_DASATINIB_MSTO,ETOPOSIDE,DASATINIB,MSTO,85.6946203127,2
6761,ETOPOSIDE_DASATINIB_NCIH1650,ETOPOSIDE,DASATINIB,NCIH1650,50.3060481286,4
6762,ETOPOSIDE_DASATINIB_NCIH2122,ETOPOSIDE,DASATINIB,NCIH2122,-55.138052142,2
6763,ETOPOSIDE_DASATINIB_NCIH23,ETOPOSIDE,DASATINIB,NCIH23,-183.3295713388,1
6764,ETOPOSIDE_DASATINIB_NCIH460,ETOPOSIDE,DASATINIB,NCIH460,40.1209851299,4
6765,ETOPOSIDE_DASATINIB_NCIH520,ETOPOSIDE,DASATINIB,NCIH520,43.6984061225,4
6766,ETOPOSIDE_DASATINIB_OCUBM,ETOPOSIDE,DASATINIB,OCUBM,13.8178442489,3
6767,ETOPOSIDE_DASATINIB_OV90,ETOPOSIDE,DASATINIB,OV90,1.7826878669,2
6768,ETOPOSIDE_DASATINIB_OVCAR3,ETOPOSIDE,DASATINIB,OVCAR3,106.6307301267,2
6769,ETOPOSIDE_DASATINIB_PA1,ETOPOSIDE,DASATINIB,PA1,10.985971697,1
6770,ETOPOSIDE_DASATINIB_RKO,ETOPOSIDE,DASATINIB,RKO,25.0898850346,1
6771,ETOPOSIDE_DASATINIB_RPMI7951,ETOPOSIDE,DASATINIB,RPMI7951,15.5029159802,0
6772,ETOPOSIDE_DASATINIB_SKMEL30,ETOPOSIDE,DASATINIB,SKMEL30,-32.4774733083,0
6773,ETOPOSIDE_DASATINIB_SKMES1,ETOPOSIDE,DASATINIB,SKMES1,11.8122964554,1
6774,ETOPOSIDE_DASATINIB_SKOV3,ETOPOSIDE,DASATINIB,SKOV3,5.2798799165,4
6775,ETOPOSIDE_DASATINIB_SW620,ETOPOSIDE,DASATINIB,SW620,42.2477068796,2
6776,ETOPOSIDE_DASATINIB_SW837,ETOPOSIDE,DASATINIB,SW837,40.7621375607,4
6777,ETOPOSIDE_DASATINIB_T47D,ETOPOSIDE,DASATINIB,T47D,-19.0996940748,1
6778,ETOPOSIDE_DASATINIB_UACC62,ETOPOSIDE,DASATINIB,UACC62,3.7176581815,1
6779,ETOPOSIDE_DASATINIB_UWB1289BRCA1,ETOPOSIDE,DASATINIB,UWB1289BRCA1,16.1119181622,1
6780,ETOPOSIDE_DASATINIB_UWB1289,ETOPOSIDE,DASATINIB,UWB1289,12.8203751346,4
6781,ETOPOSIDE_DASATINIB_VCAP,ETOPOSIDE,DASATINIB,VCAP,9.6099668392,2
6782,ETOPOSIDE_DASATINIB_ZR751,ETOPOSIDE,DASATINIB,ZR751,5.1294309674,3
6822,ETOPOSIDE_ERLOTINIB_A2058,ETOPOSIDE,ERLOTINIB,A2058,1.9880474087,0
6823,ETOPOSIDE_ERLOTINIB_A2780,ETOPOSIDE,ERLOTINIB,A2780,19.6172069755,1
6824,ETOPOSIDE_ERLOTINIB_A375,ETOPOSIDE,ERLOTINIB,A375,34.508237285,2
6825,ETOPOSIDE_ERLOTINIB_A427,ETOPOSIDE,ERLOTINIB,A427,9.9074658077,3
6826,ETOPOSIDE_ERLOTINIB_CAOV3,ETOPOSIDE,ERLOTINIB,CAOV3,92.9374627753,2
6827,ETOPOSIDE_ERLOTINIB_COLO320DM,ETOPOSIDE,ERLOTINIB,COLO320DM,10.3982469539,0
6828,ETOPOSIDE_ERLOTINIB_DLD1,ETOPOSIDE,ERLOTINIB,DLD1,14.717479863,1
6829,ETOPOSIDE_ERLOTINIB_EFM192B,ETOPOSIDE,ERLOTINIB,EFM192B,0.4705061313,2
6830,ETOPOSIDE_ERLOTINIB_ES2,ETOPOSIDE,ERLOTINIB,ES2,18.1137661458,2
6831,ETOPOSIDE_ERLOTINIB_HCT116,ETOPOSIDE,ERLOTINIB,HCT116,35.1756302953,1
6832,ETOPOSIDE_ERLOTINIB_HT144,ETOPOSIDE,ERLOTINIB,HT144,31.446221627,4
6833,ETOPOSIDE_ERLOTINIB_HT29,ETOPOSIDE,ERLOTINIB,HT29,28.7893928457,4
6834,ETOPOSIDE_ERLOTINIB_KPL1,ETOPOSIDE,ERLOTINIB,KPL1,21.829286077,4
6835,ETOPOSIDE_ERLOTINIB_LNCAP,ETOPOSIDE,ERLOTINIB,LNCAP,16.8559927808,2
6836,ETOPOSIDE_ERLOTINIB_LOVO,ETOPOSIDE,ERLOTINIB,LOVO,42.4260155422,4
6837,ETOPOSIDE_ERLOTINIB_MDAMB436,ETOPOSIDE,ERLOTINIB,MDAMB436,30.4438681132,3
6838,ETOPOSIDE_ERLOTINIB_MSTO,ETOPOSIDE,ERLOTINIB,MSTO,24.3871747136,0
6839,ETOPOSIDE_ERLOTINIB_NCIH1650,ETOPOSIDE,ERLOTINIB,NCIH1650,17.7952681932,2
6840,ETOPOSIDE_ERLOTINIB_NCIH2122,ETOPOSIDE,ERLOTINIB,NCIH2122,47.4743024745,3
6841,ETOPOSIDE_ERLOTINIB_NCIH23,ETOPOSIDE,ERLOTINIB,NCIH23,-164.2668411604,3
6842,ETOPOSIDE_ERLOTINIB_NCIH460,ETOPOSIDE,ERLOTINIB,NCIH460,46.6730855322,2
6843,ETOPOSIDE_ERLOTINIB_NCIH520,ETOPOSIDE,ERLOTINIB,NCIH520,27.1848438964,3
6844,ETOPOSIDE_ERLOTINIB_OCUBM,ETOPOSIDE,ERLOTINIB,OCUBM,7.7119849506,2
6845,ETOPOSIDE_ERLOTINIB_OV90,ETOPOSIDE,ERLOTINIB,OV90,10.8358656892,3
6846,ETOPOSIDE_ERLOTINIB_OVCAR3,ETOPOSIDE,ERLOTINIB,OVCAR3,40.7657358989,1
6847,ETOPOSIDE_ERLOTINIB_PA1,ETOPOSIDE,ERLOTINIB,PA1,-14.7490691366,0
6848,ETOPOSIDE_ERLOTINIB_RKO,ETOPOSIDE,ERLOTINIB,RKO,26.0444465214,3
6849,ETOPOSIDE_ERLOTINIB_RPMI7951,ETOPOSIDE,ERLOTINIB,RPMI7951,-0.9330229022,0
6850,ETOPOSIDE_ERLOTINIB_SKMEL30,ETOPOSIDE,ERLOTINIB,SKMEL30,19.9688948808,0
6851,ETOPOSIDE_ERLOTINIB_SKMES1,ETOPOSIDE,ERLOTINIB,SKMES1,23.3105959977,0
6852,ETOPOSIDE_ERLOTINIB_SKOV3,ETOPOSIDE,ERLOTINIB,SKOV3,20.9716143849,4
6853,ETOPOSIDE_ERLOTINIB_SW620,ETOPOSIDE,ERLOTINIB,SW620,13.5792001022,2
6854,ETOPOSIDE_ERLOTINIB_SW837,ETOPOSIDE,ERLOTINIB,SW837,57.5135837911,1
6855,ETOPOSIDE_ERLOTINIB_T47D,ETOPOSIDE,ERLOTINIB,T47D,-9.4094430938,2
6856,ETOPOSIDE_ERLOTINIB_UACC62,ETOPOSIDE,ERLOTINIB,UACC62,41.7189552864,1
6857,ETOPOSIDE_ERLOTINIB_UWB1289BRCA1,ETOPOSIDE,ERLOTINIB,UWB1289BRCA1,34.9156797225,3
